game_id,play_id,season,week,prior_wp,url,posteam,home_team,away_team,desc,play_type,go_boost,go,should_go,yardline_100,ydstogo,qtr,mins,seconds
2020_03_CIN_PHI,444,2020,3,0.28982558846473694,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=7&update=0&defteam_to=%222%22&qtr=%221%22&season=%222020%22&away=%22CIN%22&yardline=48&secs=3&score_diff=0&home=%22PHI%22&ydstogo=2&runoff=0,CIN,PHI,CIN,"(7:03) 10-K.Huber punts 39 yards to PHI 9, Center-46-C.Harris, downed by CIN-12-A.Erickson.",PUNT,2.4601338380606173,0,1,48,2,1,7,3
2020_03_CIN_PHI,977,2020,3,0.2084476351737976,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=13&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=77&secs=29&score_diff=-3&home=%22PHI%22&ydstogo=12&runoff=0,CIN,PHI,CIN,"(13:29) 10-K.Huber punts 45 yards to PHI 32, Center-46-C.Harris, fair catch by 10-D.Jackson.",PUNT,-1.2296107432632262,0,0,77,12,2,13,29
2020_03_CIN_PHI,1223,2020,3,0.21573655307292938,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=10&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=52&secs=3&score_diff=-3&home=%22PHI%22&ydstogo=18&runoff=0,CIN,PHI,CIN,"(10:03) 10-K.Huber punts 33 yards to PHI 19, Center-46-C.Harris, fair catch by 84-G.Ward.",PUNT,-1.7526231845488809,0,0,52,18,2,10,3
2020_03_CIN_PHI,1466,2020,3,0.2611488401889801,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=7&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=30&secs=38&score_diff=-3&home=%22PHI%22&ydstogo=2&runoff=0,CIN,PHI,CIN,"(7:38) 4-R.Bullock 48 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,2.3088028755895103,0,1,30,2,2,7,38
2020_03_CIN_PHI,3189,2020,3,0.5507100224494934,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=14&update=0&defteam_to=%223%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=13&secs=55&score_diff=1&home=%22PHI%22&ydstogo=10&runoff=0,CIN,PHI,CIN,"(14:55) 4-R.Bullock 31 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-4.349318187606627,0,0,13,10,4,14,55
2020_03_CIN_PHI,3846,2020,3,0.8177452087402344,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=3&update=0&defteam_to=%223%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=7&secs=8&score_diff=4&home=%22PHI%22&ydstogo=7&runoff=0,CIN,PHI,CIN,"(3:08) 4-R.Bullock 25 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-3.2680991049371926,0,0,7,7,4,3,8
2020_03_CIN_PHI,4446,2020,3,0.35156154283322394,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=8&update=0&defteam_to=%222%22&qtr=%225%22&season=%222020%22&away=%22CIN%22&yardline=57&secs=0&score_diff=0&home=%22PHI%22&ydstogo=4&runoff=0,CIN,PHI,CIN,"(8:00) 10-K.Huber punts 46 yards to PHI 11, Center-46-C.Harris, fair catch by 84-G.Ward.",PUNT,1.0961553225046075,0,1,57,4,5,8,0
2020_03_CIN_PHI,4663,2020,3,0.22977127833291888,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=5&update=0&defteam_to=%222%22&qtr=%225%22&season=%222020%22&away=%22CIN%22&yardline=70&secs=45&score_diff=0&home=%22PHI%22&ydstogo=21&runoff=0,CIN,PHI,CIN,"(5:45) 10-K.Huber punts 48 yards to PHI 22, Center-46-C.Harris. 84-G.Ward to PHI 23 for 1 yard (40-B.Wilson).",PUNT,-5.113974714756665,0,0,70,21,5,5,45
2020_03_CIN_PHI,5039,2020,3,0.042406885826494545,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=1&update=0&defteam_to=%220%22&qtr=%225%22&season=%222020%22&away=%22CIN%22&yardline=93&secs=49&score_diff=0&home=%22PHI%22&ydstogo=23&runoff=0,CIN,PHI,CIN,"(1:49) 10-K.Huber punts 49 yards to PHI 44, Center-46-C.Harris. 84-G.Ward pushed ob at PHI 45 for 1 yard (82-C.Carter).",PUNT,-7.225459883750808,0,0,93,23,5,1,49
2020_04_JAX_CIN,239,2020,4,0.556360125541687,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=11&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22JAX%22&yardline=40&secs=37&score_diff=0&home=%22CIN%22&ydstogo=7&runoff=0,CIN,CIN,JAX,"(11:37) 10-K.Huber punts 40 yards to end zone, Center-46-C.Harris, Touchback.",PUNT,0.9225307021616516,0,1,40,7,1,11,37
2020_04_JAX_CIN,729,2020,4,0.608597993850708,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=2&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22JAX%22&yardline=17&secs=46&score_diff=0&home=%22CIN%22&ydstogo=7&runoff=0,CIN,CIN,JAX,"(2:46) 4-R.Bullock 35 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-2.190340798413061,0,0,17,7,1,2,46
2020_04_JAX_CIN,1127,2020,4,0.4046185612678528,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=13&update=0&defteam_to=%223%22&qtr=%222%22&season=%222020%22&away=%22JAX%22&yardline=65&secs=34&score_diff=-4&home=%22CIN%22&ydstogo=1&runoff=0,CIN,CIN,JAX,(13:34) (Shotgun) 28-J.Mixon right guard to CIN 38 for 3 yards (47-J.Schobert; 52-D.Hamilton).,RUSH,2.531830954417579,1,1,65,1,2,13,34
2020_04_JAX_CIN,3008,2020,4,0.9206650257110596,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=3&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22JAX%22&yardline=22&secs=34&score_diff=11&home=%22CIN%22&ydstogo=10&runoff=0,CIN,CIN,JAX,"(3:34) 4-R.Bullock 40 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-2.3209185298574653,0,0,22,10,3,3,34
2020_04_JAX_CIN,3522,2020,4,0.9548013806343079,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=9&update=0&defteam_to=%223%22&qtr=%224%22&season=%222020%22&away=%22JAX%22&yardline=28&secs=25&score_diff=11&home=%22CIN%22&ydstogo=9&runoff=0,CIN,CIN,JAX,"(9:25) 4-R.Bullock 46 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-0.713489847517053,0,0,28,9,4,9,25
2020_04_JAX_CIN,4102,2020,4,0.9912881255149841,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=1&update=0&defteam_to=%220%22&qtr=%224%22&season=%222020%22&away=%22JAX%22&yardline=12&secs=50&score_diff=8&home=%22CIN%22&ydstogo=6&runoff=0,CIN,CIN,JAX,"(1:50) 4-R.Bullock 30 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-1.8890898317804812,0,0,12,6,4,1,50
2020_05_CIN_BAL,141,2020,5,0.13957439363002777,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=12&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22CIN%22&yardline=57&secs=58&score_diff=0&home=%22BAL%22&ydstogo=6&runoff=0,CIN,BAL,CIN,"(12:58) 10-K.Huber punts 57 yards to end zone, Center-46-C.Harris, Touchback.",PUNT,-2.264614536263629,0,0,57,6,1,12,58
2020_05_CIN_BAL,454,2020,5,0.12692143023014069,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=8&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22CIN%22&yardline=37&secs=5&score_diff=-3&home=%22BAL%22&ydstogo=3&runoff=0,CIN,BAL,CIN,(8:05) (Shotgun) 9-J.Burrow pass incomplete deep right to 83-T.Boyd.,PASS,0.6843044549159973,1,1,37,3,1,8,5
2020_05_CIN_BAL,1610,2020,5,0.022151917219161987,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=6&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=58&secs=14&score_diff=-17&home=%22BAL%22&ydstogo=14&runoff=0,CIN,BAL,CIN,"(6:14) 10-K.Huber punts 37 yards to BAL 21, Center-46-C.Harris, fair catch by 11-J.Proche.",PUNT,-0.08422679994239646,0,0,58,14,2,6,14
2020_05_CIN_BAL,1863,2020,5,0.018824933096766472,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=2&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=76&secs=7&score_diff=-17&home=%22BAL%22&ydstogo=11&runoff=0,CIN,BAL,CIN,"(2:07) 10-K.Huber punts 46 yards to BAL 30, Center-46-C.Harris, fair catch by 11-J.Proche.",PUNT,-0.14863197050514199,0,0,76,11,2,2,7
2020_05_CIN_BAL,2088,2020,5,0.020267384126782417,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%220%22&mins=1&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=72&secs=3&score_diff=-17&home=%22BAL%22&ydstogo=6&runoff=0,CIN,BAL,CIN,"(1:03) 10-K.Huber punts 59 yards to BAL 13, Center-46-C.Harris. 11-J.Proche to BAL 23 for 10 yards (82-C.Carter).",PUNT,0.03304348213870045,0,1,72,6,2,1,3
2020_05_CIN_BAL,2565,2020,5,0.015430150553584099,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=11&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22CIN%22&yardline=64&secs=0&score_diff=-17&home=%22BAL%22&ydstogo=15&runoff=0,CIN,BAL,CIN,"(11:00) 10-K.Huber punts 45 yards to BAL 19, Center-46-C.Harris. 11-J.Proche to BAL 20 for 1 yard (40-B.Wilson; 27-T.Brown).",PUNT,0.0019256807102803197,0,1,64,15,3,11,0
2020_05_CIN_BAL,2857,2020,5,0.010995956137776375,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=6&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22CIN%22&yardline=83&secs=20&score_diff=-17&home=%22BAL%22&ydstogo=13&runoff=0,CIN,BAL,CIN,"(6:20) 10-K.Huber punts 47 yards to BAL 36, Center-46-C.Harris. 11-J.Proche to BAL 35 for -1 yards (40-B.Wilson).",PUNT,-0.3065592145036128,0,0,83,13,3,6,20
2020_05_CIN_BAL,3295,2020,5,0.00312064029276371,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=13&update=0&defteam_to=%223%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=60&secs=12&score_diff=-20&home=%22BAL%22&ydstogo=20&runoff=0,CIN,BAL,CIN,"(13:12) 10-K.Huber punts 60 yards to end zone, Center-46-C.Harris, Touchback.",PUNT,-0.016927265875244762,0,0,60,20,4,13,12
2020_05_CIN_BAL,3733,2020,5,1.356486463919282e-4,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=5&update=0&defteam_to=%223%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=56&secs=28&score_diff=-27&home=%22BAL%22&ydstogo=1&runoff=0,CIN,BAL,CIN,(5:28) (Shotgun) 9-J.Burrow pass deep left to 28-J.Mixon pushed ob at BAL 37 for 19 yards (40-M.Harrison).,PASS,-0.001699261459780936,1,0,56,1,4,5,28
2020_05_CIN_BAL,3820,2020,5,1.4630092482548207e-4,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=3&update=0&defteam_to=%223%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=28&secs=7&score_diff=-27&home=%22BAL%22&ydstogo=1&runoff=0,CIN,BAL,CIN,(3:07) 74-F.Johnson reported in as eligible.  28-J.Mixon right guard to BAL 23 for 5 yards (48-P.Queen).,RUSH,0.0029903456816970757,1,1,28,1,4,3,7
2020_05_CIN_BAL,3923,2020,5,2.128950582118705e-4,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%220%22&mins=0&update=0&defteam_to=%223%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=20&secs=37&score_diff=-27&home=%22BAL%22&ydstogo=7&runoff=0,CIN,BAL,CIN,"(:37) 4-R.Bullock 38 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,0.008151648561390397,0,1,20,7,4,0,37
2020_06_CIN_IND,682,2020,6,0.5987061262130737,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=3&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22CIN%22&yardline=2&secs=24&score_diff=7&home=%22IND%22&ydstogo=1&runoff=0,CIN,IND,CIN,"(3:24) 74-F.Johnson reported in as eligible.  9-J.Burrow up the middle for 2 yards, TOUCHDOWN.",RUSH,2.7946094798069367,1,1,2,1,1,3,24
2020_06_CIN_IND,1468,2020,6,0.7564465403556824,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=8&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=29&secs=9&score_diff=14&home=%22IND%22&ydstogo=9&runoff=0,CIN,IND,CIN,"(8:09) 4-R.Bullock 47 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-0.15632424973134107,0,0,29,9,2,8,9
2020_06_CIN_IND,1859,2020,6,0.6388740539550781,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=3&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=71&secs=12&score_diff=10&home=%22IND%22&ydstogo=6&runoff=0,CIN,IND,CIN,"(3:12) 10-K.Huber punts 53 yards to IND 18, Center-46-C.Harris. 21-N.Hines to IND 28 for 10 yards (55-L.Wilson).",PUNT,0.3642976652459282,0,1,71,6,2,3,12
2020_06_CIN_IND,2338,2020,6,0.403737872838974,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=13&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22CIN%22&yardline=78&secs=39&score_diff=3&home=%22IND%22&ydstogo=1&runoff=0,CIN,IND,CIN,"(13:39) 10-K.Huber punts 50 yards to IND 28, Center-46-C.Harris. 21-N.Hines to IND 35 for 7 yards (36-S.Williams).",PUNT,1.423866173200551,0,1,78,1,3,13,39
2020_06_CIN_IND,2949,2020,6,0.5276241898536682,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=3&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22CIN%22&yardline=37&secs=37&score_diff=3&home=%22IND%22&ydstogo=2&runoff=0,CIN,IND,CIN,"(3:37) 4-R.Bullock 55 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-0.16935680162809774,0,0,37,2,3,3,37
2020_06_CIN_IND,3317,2020,6,0.2360001653432846,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=13&update=0&defteam_to=%222%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=85&secs=4&score_diff=-1&home=%22IND%22&ydstogo=20&runoff=0,CIN,IND,CIN,"(13:04) 10-K.Huber punts 28 yards to CIN 43, Center-46-C.Harris, downed by CIN-59-A.Davis-Gaither.",PUNT,-7.045919264376028,0,0,85,20,4,13,4
2020_06_CIN_IND,3625,2020,6,0.4515889585018158,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=8&update=0&defteam_to=%222%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=30&secs=6&score_diff=-1&home=%22IND%22&ydstogo=1&runoff=0,CIN,IND,CIN,"(8:06) 4-R.Bullock 48 yard field goal is No Good, Hit Right Upright, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,5.535637182530586,0,1,30,1,4,8,6
2020_06_CIN_IND,4072,2020,6,0.17718741297721863,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%221%22&mins=1&update=0&defteam_to=%222%22&qtr=%224%22&season=%222020%22&away=%22CIN%22&yardline=49&secs=48&score_diff=-4&home=%22IND%22&ydstogo=9&runoff=0,CIN,IND,CIN,(1:48) (Shotgun) 9-J.Burrow pass short right to 18-A.Green to IND 39 for 10 yards (37-K.Willis).,PASS,6.22956126133262,1,1,49,9,4,1,48
2020_07_CLE_CIN,1276,2020,7,0.49765169620513916,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=11&update=0&defteam_to=%223%22&qtr=%222%22&season=%222020%22&away=%22CLE%22&yardline=19&secs=14&score_diff=4&home=%22CIN%22&ydstogo=15&runoff=0,CIN,CIN,CLE,"(11:14) 4-R.Bullock 37 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-6.582692138468964,0,0,19,15,2,11,14
2020_07_CLE_CIN,2657,2020,7,0.4907129406929016,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=2&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22CLE%22&yardline=4&secs=52&score_diff=0&home=%22CIN%22&ydstogo=4&runoff=0,CIN,CIN,CLE,"(2:52) 4-R.Bullock 23 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-1.084877815042418,0,0,4,4,3,2,52
2020_07_CLE_CIN,3945,2020,7,0.3768581748008728,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%221%22&posteam=%22CIN%22&home_ko=%221%22&mins=1&update=0&defteam_to=%220%22&qtr=%224%22&season=%222020%22&away=%22CLE%22&yardline=3&secs=9&score_diff=-4&home=%22CIN%22&ydstogo=1&runoff=0,CIN,CIN,CLE,"(1:09) 9-J.Burrow pass short right to 25-G.Bernard for 3 yards, TOUCHDOWN.",PASS,45.15501251809902,1,1,3,1,4,1,9
2020_08_TEN_CIN,336,2020,8,0.30962449312210083,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=9&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22TEN%22&yardline=15&secs=52&score_diff=0&home=%22CIN%22&ydstogo=8&runoff=0,CIN,CIN,TEN,"(9:52) 4-R.Bullock 33 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,0.4215989870337822,0,1,15,8,1,9,52
2020_08_TEN_CIN,712,2020,8,0.33965596556663513,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=3&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22TEN%22&yardline=63&secs=23&score_diff=3&home=%22CIN%22&ydstogo=4&runoff=0,CIN,CIN,TEN,"(3:23) 10-K.Huber punts 41 yards to TEN 22, Center-46-C.Harris, downed by CIN-57-G.Pratt.",PUNT,-0.12963081094504503,0,0,63,4,1,3,23
2020_08_TEN_CIN,1719,2020,8,0.40847739577293396,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%221%22&posteam=%22CIN%22&home_ko=%221%22&mins=2&update=0&defteam_to=%221%22&qtr=%222%22&season=%222020%22&away=%22TEN%22&yardline=43&secs=36&score_diff=3&home=%22CIN%22&ydstogo=5&runoff=0,CIN,CIN,TEN,(2:36) (Shotgun) 9-J.Burrow pass deep middle to 85-T.Higgins to TEN 21 for 22 yards (37-A.Hooker; 35-C.Jackson).,PASS,1.016626240000889,1,1,43,5,2,2,36
2020_08_TEN_CIN,2525,2020,8,0.6796666383743286,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=8&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22TEN%22&yardline=50&secs=8&score_diff=10&home=%22CIN%22&ydstogo=3&runoff=0,CIN,CIN,TEN,"(8:08) 10-K.Huber punts 42 yards to TEN 8, Center-46-C.Harris. 14-K.Raymond to TEN 11 for 3 yards (40-B.Wilson).",PUNT,1.8494029115262407,0,1,50,3,3,8,8
2020_10_CIN_PIT,417,2020,10,0.21685102581977844,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=10&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22CIN%22&yardline=72&secs=30&score_diff=-3&home=%22PIT%22&ydstogo=7&runoff=0,CIN,PIT,CIN,"(10:30) (Punt formation) PENALTY on CIN, Delay of Game, 5 yards, enforced at CIN 28 - No Play.",PENALTY,-0.5842973885419696,0,0,72,7,1,10,30
2020_10_CIN_PIT,663,2020,10,0.2184445559978485,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=7&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22CIN%22&yardline=85&secs=27&score_diff=-3&home=%22PIT%22&ydstogo=7&runoff=0,CIN,PIT,CIN,"(7:27) 10-K.Huber punts 46 yards to PIT 39, Center-46-C.Harris. 14-R.McCloud to CIN 46 for 15 yards (82-C.Carter).",PUNT,-0.1191665520825218,0,0,85,7,1,7,27
2020_10_CIN_PIT,935,2020,10,0.19067609310150146,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=3&update=0&defteam_to=%223%22&qtr=%221%22&season=%222020%22&away=%22CIN%22&yardline=77&secs=3&score_diff=-6&home=%22PIT%22&ydstogo=8&runoff=0,CIN,PIT,CIN,"(3:03) 10-K.Huber punts 41 yards to PIT 36, Center-46-C.Harris, downed by CIN-50-J.Evans. PENALTY on PIT-42-J.Pierre, Offensive Holding, 10 yards, enforced at PIT 36.",PUNT,-0.8837728044323612,0,0,77,8,1,3,3
2020_10_CIN_PIT,1500,2020,10,0.12200644612312317,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%221%22&mins=10&update=0&defteam_to=%223%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=2&secs=40&score_diff=-12&home=%22PIT%22&ydstogo=2&runoff=0,CIN,PIT,CIN,"(10:40) (Shotgun) 9-J.Burrow pass short left to 85-T.Higgins for 2 yards, TOUCHDOWN.",PASS,1.6795392297712333,1,1,2,2,2,10,40
2020_10_CIN_PIT,2001,2020,10,0.060824815183877945,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%221%22&mins=4&update=0&defteam_to=%223%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=66&secs=16&score_diff=-12&home=%22PIT%22&ydstogo=16&runoff=0,CIN,PIT,CIN,"(4:16) 10-K.Huber punts 50 yards to PIT 16, Center-46-C.Harris, out of bounds.",PUNT,-1.0997660622809242,0,0,66,16,2,4,16
2020_10_CIN_PIT,2480,2020,10,0.04678768664598465,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%220%22&posteam=%22CIN%22&home_ko=%221%22&mins=0&update=0&defteam_to=%222%22&qtr=%222%22&season=%222020%22&away=%22CIN%22&yardline=46&secs=6&score_diff=-15&home=%22PIT%22&ydstogo=21&runoff=0,CIN,PIT,CIN,(:06) (Shotgun) 9-J.Burrow pass short middle to 19-A.Tate to PIT 27 for 19 yards (34-Te.Edmunds).,PASS,-0.3684440459537388,1,0,46,21,2,0,6
2020_10_CIN_PIT,2627,2020,10,0.04241480678319931,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%223%22&posteam=%22CIN%22&home_ko=%221%22&mins=13&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22CIN%22&yardline=61&secs=33&score_diff=-15&home=%22PIT%22&ydstogo=7&runoff=0,CIN,PIT,CIN,"(13:33) 10-K.Huber punts 37 yards to PIT 24, Center-46-C.Harris, downed by CIN-50-J.Evans.",PUNT,-0.15558942616237337,0,0,61,7,3,13,33
2020_10_CIN_PIT,2936,2020,10,0.02486678957939148,https://rbsdm.com/stats/fourth_calculator/?_inputs_&posteam_to=%222%22&posteam=%22CIN%22&home_ko=%221%22&mins=8&update=0&defteam_to=%223%22&qtr=%223%22&season=%222020%22&away=%22CIN%22&yardline=67&secs=47&score_diff=-15&home=%22PIT%22&ydstogo=9&runoff=0,CIN,PIT,CIN,"(8:47) 10-K.Huber punts 42 yards to PIT 25, Center-46-C.Harris. 14-R.McCloud to PIT 33 for 8 yards (36-S.Williams; 55-L.Wilson).",PUNT,0.08545293447347069,0,1,67,9,3,8,47
