game_id,season,week,prior_wp,posteam,home_team,away_team,desc,play_type,go_boost,go,should_go,yardline_100,ydstogo,qtr,mins,seconds
2013_01_ARI_STL,2013,1,0.4522075951099396,ARI,LA,ARI,"(5:54) 9-D.Zastudil punts 27 yards to STL 12, Center-82-M.Leach, fair catch by 11-T.Austin.",PUNT,-4.261452795052065,0,0,39,20,1,5,54
2013_01_ARI_STL,2013,1,0.6444215774536133,ARI,LA,ARI,"(5:27) 4-J.Feely 30 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,-4.219267084439082,0,0,12,8,2,5,27
2013_01_ARI_STL,2013,1,0.30145472288131714,ARI,LA,ARI,"(11:45) 9-D.Zastudil punts 57 yards to STL 14, Center-82-M.Leach. 11-T.Austin to STL 15 for 1 yard (31-J.Bethel). PENALTY on STL-95-W.Hayes, Unnecessary Roughness, 8 yards, enforced at STL 15.",PUNT,2.3844807515790407,0,1,71,1,3,11,45
2013_01_ARI_STL,2013,1,0.3843187987804413,ARI,LA,ARI,"(5:25) 9-D.Zastudil punts 44 yards to STL 10, Center-82-M.Leach, downed by ARI-82-M.Leach. PENALTY on STL-97-E.Sims, Taunting, 5 yards, enforced at STL 10.",PUNT,-3.9249509828946287,0,0,54,8,4,5,25
2013_01_ARI_STL,2013,1,0.38852307200431824,ARI,LA,ARI,"(1:56) 9-D.Zastudil punts 59 yards to end zone, Center-82-M.Leach, Touchback.",PUNT,8.712245148956683,0,1,59,2,4,1,56
2013_02_DET_ARI,2013,2,0.45943188667297363,ARI,ARI,DET,"(10:38) 9-D.Zastudil punts 42 yards to DET 11, Center-82-M.Leach. 15-M.Spurlock pushed ob at DET 21 for 10 yards (94-S.Acho). PENALTY on DET-28-D.Bentley, Offensive Holding, 5 yards, enforced at DET 11.",PUNT,-1.5928126898888308,0,0,53,9,1,10,38
2013_02_DET_ARI,2013,2,0.4958937466144562,ARI,ARI,DET,"(:45) 9-D.Zastudil punts 36 yards to DET 7, Center-82-M.Leach, fair catch by 15-M.Spurlock.",PUNT,4.707663792898266,0,1,43,1,1,0,45
2013_02_DET_ARI,2013,2,0.5002219676971436,ARI,ARI,DET,"(11:49) 4-J.Feely 47 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,-2.1095907202103987,0,0,29,7,2,11,49
2013_02_DET_ARI,2013,2,0.3062586486339569,ARI,ARI,DET,"(1:04) 9-D.Zastudil punts 48 yards to DET 13, Center-82-M.Leach. 15-M.Spurlock to DET 21 for 8 yards (31-J.Bethel).",PUNT,-2.048712706246846,0,0,61,10,2,1,4
2013_02_DET_ARI,2013,2,0.2923356890678406,ARI,ARI,DET,"(12:56) 9-D.Zastudil punts 52 yards to DET 12, Center-82-M.Leach. 15-M.Spurlock to DET 6 for -6 yards (29-A.Smith).",PUNT,-0.9456211555554894,0,0,64,6,3,12,56
2013_02_DET_ARI,2013,2,0.391257643699646,ARI,ARI,DET,"(10:37) 4-J.Feely 23 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,3.043711162833418,0,1,5,5,3,10,37
2013_02_DET_ARI,2013,2,0.2105257660150528,ARI,ARI,DET,"(4:17) 4-J.Feely 43 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,-6.7294556187046375,0,0,25,17,3,4,17
2013_02_DET_ARI,2013,2,0.3531631529331207,ARI,ARI,DET,"(14:23) 4-J.Feely 33 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,5.568920179432112,0,1,15,2,4,14,23
2013_02_DET_ARI,2013,2,0.32315975427627563,ARI,ARI,DET,"(5:42) 9-D.Zastudil punts 36 yards to DET 8, Center-82-M.Leach, downed by ARI-82-M.Leach.",PUNT,4.706514717804907,0,1,44,7,4,5,42
2013_03_ARI_NO,2013,3,0.23483434319496155,ARI,NO,ARI,"(3:27) 9-D.Zastudil punts 52 yards to NO 18, Center-82-M.Leach. 43-D.Sproles to NO 36 for 18 yards (57-A.Okafor). PENALTY on NO-39-T.Cadet, Illegal Block Above the Waist, 10 yards, enforced at NO 22.",PUNT,4.126337167291815,0,1,70,1,1,3,27
2013_03_ARI_NO,2013,3,0.24336153268814087,ARI,NO,ARI,"(11:31) 9-D.Zastudil punts 25 yards to NO 17, Center-82-M.Leach, fair catch by 43-D.Sproles.",PUNT,-1.0045039785037702,0,0,42,8,2,11,31
2013_03_ARI_NO,2013,3,0.2629531919956207,ARI,NO,ARI,"(9:03) 9-D.Zastudil punts 28 yards to NO 19, Center-82-M.Leach, fair catch by 43-D.Sproles.",PUNT,1.7398537051331537,0,1,47,7,2,9,3
2013_03_ARI_NO,2013,3,0.23720264434814453,ARI,NO,ARI,"(5:24) 9-D.Zastudil punts 51 yards to NO 14, Center-82-M.Leach. 43-D.Sproles to NO 42 for 28 yards (52-J.Brinkley).",PUNT,-4.392801294344412,0,0,65,18,2,5,24
2013_03_ARI_NO,2013,3,0.1379116177558899,ARI,NO,ARI,"(1:52) 9-D.Zastudil punts 39 yards to NO 4, Center-82-M.Leach, downed by ARI-31-J.Bethel.",PUNT,1.8226711907603033,0,1,43,4,2,1,52
2013_03_ARI_NO,2013,3,0.16477487981319427,ARI,NO,ARI,"(:42) 9-D.Zastudil punts 28 yards to NO 13, Center-82-M.Leach, downed by ARI-31-J.Bethel.",PUNT,-0.10725734043971791,0,0,41,10,2,0,42
2013_03_ARI_NO,2013,3,0.10731402784585953,ARI,NO,ARI,"(8:00) 9-D.Zastudil punts 60 yards to end zone, Center-82-M.Leach, Touchback.",PUNT,-0.9265698522128858,0,0,60,9,3,8,0
2013_03_ARI_NO,2013,3,0.055937401950359344,ARI,NO,ARI,"(2:12) 9-D.Zastudil punts 43 yards to NO 40, Center-82-M.Leach. 43-D.Sproles to ARI 39 for 21 yards (18-K.Taylor).",PUNT,-0.701220893855262,0,0,83,13,3,2,12
2013_04_ARI_TB,2013,4,0.33502063155174255,ARI,TB,ARI,"(13:47) (Punt formation) 9-D.Zastudil punts 59 yards to TB 22, Center-82-M.Leach. 17-E.Page to TB 34 for 12 yards (52-J.Brinkley).",PUNT,-3.313674897403203,0,0,81,11,1,13,47
2013_04_ARI_TB,2013,4,0.21283873915672302,ARI,TB,ARI,"(4:40) (Punt formation) 9-D.Zastudil punts 55 yards to TB 21, Center-82-M.Leach. 17-E.Page to TB 31 for 10 yards (37-Y.Bell).",PUNT,-0.8008869282416669,0,0,76,6,1,4,40
2013_04_ARI_TB,2013,4,0.21095077693462372,ARI,TB,ARI,"(:24) (Punt formation) 9-D.Zastudil punts 37 yards to TB 36, Center-82-M.Leach, downed by ARI-82-M.Leach. PENALTY on TB-33-D.Carr, Low Block, 15 yards, enforced at TB 36.",PUNT,-0.0017675758928525909,0,0,73,1,1,0,24
2013_04_ARI_TB,2013,4,0.23219440877437592,ARI,TB,ARI,"(8:46) (Punt formation) 9-D.Zastudil punts 24 yards to TB 14, Center-82-M.Leach, fair catch by 17-E.Page.",PUNT,1.5827163651942122,0,1,38,4,2,8,46
2013_04_ARI_TB,2013,4,0.21307462453842163,ARI,TB,ARI,"(5:02) (Punt formation) 9-D.Zastudil punts 51 yards to TB 7, Center-82-M.Leach, out of bounds.",PUNT,-2.0836376599995106,0,0,58,9,2,5,2
2013_04_ARI_TB,2013,4,0.12066658586263657,ARI,TB,ARI,"(:12) (Punt formation) 9-D.Zastudil punts 52 yards to TB 24, Center-82-M.Leach, fair catch by 17-E.Page.",PUNT,-2.550836878309715,0,0,76,6,2,0,12
2013_04_ARI_TB,2013,4,0.12956462800502777,ARI,TB,ARI,"(11:21) (Field Goal formation) 4-J.Feely 42 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,-1.8633586733150302,0,0,24,13,4,11,21
2013_04_ARI_TB,2013,4,0.11406610906124115,ARI,TB,ARI,"(4:12) (Punt formation) 9-D.Zastudil punts 42 yards to TB 7, Center-82-M.Leach, downed by ARI-31-J.Bethel.",PUNT,-0.6859123029408831,0,0,49,12,4,4,12
2013_04_ARI_TB,2013,4,0.7396665811538696,ARI,TB,ARI,"(1:33) (Field Goal formation) 4-J.Feely 27 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,-17.597475939073995,0,0,9,9,4,1,33
2013_05_CAR_ARI,2013,5,0.28241923451423645,ARI,ARI,CAR,"(4:36) 9-D.Zastudil punts 48 yards to CAR 12, Center-82-M.Leach, fair catch by 19-T.Ginn.",PUNT,1.0668785896493311,0,1,60,5,1,4,36
2013_05_CAR_ARI,2013,5,0.2566424310207367,ARI,ARI,CAR,"(12:35) 9-D.Zastudil punts 56 yards to CAR 15, Center-82-M.Leach. 19-T.Ginn to CAR 21 for 6 yards (31-J.Bethel).",PUNT,0.41381640354537197,0,1,71,1,2,12,35
2013_05_CAR_ARI,2013,5,0.31158876419067383,ARI,ARI,CAR,"(8:34) 4-J.Feely 42 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil. Penalty on CAR-36-A.Smith, Defensive Offside, declined.",FIELD_GOAL,-7.080559175884019,0,0,24,15,2,8,34
2013_05_CAR_ARI,2013,5,0.3174619972705841,ARI,ARI,CAR,"(1:47) 9-D.Zastudil punts 55 yards to CAR 30, Center-82-M.Leach, fair catch by 19-T.Ginn.",PUNT,-4.368252605048525,0,0,85,10,2,1,47
2013_05_CAR_ARI,2013,5,0.7237992882728577,ARI,ARI,CAR,"(13:20) 9-D.Zastudil punts 40 yards to CAR 6, Center-82-M.Leach, downed by ARI-31-J.Bethel.",PUNT,2.136286196092783,0,1,46,6,4,13,20
2013_05_CAR_ARI,2013,5,0.8266124725341797,ARI,ARI,CAR,"(3:42) 4-J.Feely 50 yard field goal is GOOD, Center-82-M.Leach, Holder-9-D.Zastudil.",FIELD_GOAL,-3.23581634359698,0,0,32,4,4,3,42
