game_id,prior_wp,posteam,home_team,away_team,desc,play_type,go_boost,go,should_go,yardline_100,ydstogo,qtr,mins,seconds,week
2016_17_CLE_PIT,0.49980705976486206,CLE,PIT,CLE,"(7:39) (Field Goal formation) 3-C.Parkey 49 yard field goal is No Good, Wide Left, Center-47-C.Hughlett, Holder-4-B.Colquitt. CLE-74-C.Erving was injured during the play.",FIELD_GOAL,-9.574776380543348,0,0,31,13,4,7,39,17
2016_10_LA_NYJ,0.656619668006897,LA,NYJ,LA,"(6:52) 4-G.Zuerlein 34 yard field goal is GOOD, Center-44-J.McQuaide, Holder-6-J.Hekker.",FIELD_GOAL,-9.4321754365982,0,0,16,6,4,6,52,10
2016_03_WAS_NYG,0.5873240232467651,WAS,NYG,WAS,"(1:55) 3-D.Hopkins 37 yard field goal is GOOD, Center-57-N.Sundberg, Holder-5-T.Way.",FIELD_GOAL,-9.324424082529646,0,0,19,5,4,1,55,3
2016_04_LA_ARI,0.8979073762893677,LA,ARI,LA,"(1:14) 6-J.Hekker punts 41 yards to ARI 16, Center-44-J.McQuaide. 12-Jo.Brown to ARI 16 for no gain (39-M.Brown). PENALTY on LA-39-M.Brown, Horse Collar Tackle, 15 yards, enforced at ARI 16.",PUNT,-9.221780121070111,0,0,57,12,4,1,14,4
2016_10_LA_NYJ,0.4609356224536896,LA,NYJ,LA,"(:24) 4-G.Zuerlein 38 yard field goal is GOOD, Center-44-J.McQuaide, Holder-6-J.Hekker.",FIELD_GOAL,-9.205391326160822,0,0,20,20,3,0,24,10
2016_09_JAX_KC,0.7584066987037659,KC,KC,JAX,"(3:15) 2-D.Colquitt punts 59 yards to JAX 23, Center-41-J.Winchester. 81-B.Walters to JAX 35 for 12 yards (57-D.Alexander).",PUNT,-9.181114000002367,0,0,82,17,4,3,15,9
2016_12_MIN_DET,0.5737789273262024,MIN,DET,MIN,"(12:41) 2-K.Forbath 28 yard field goal is GOOD, Center-47-K.McDermott, Holder-18-J.Locke.",FIELD_GOAL,-9.174626096284086,0,0,10,10,4,12,41,12
2016_19_GB_DAL,0.5391595959663391,GB,DAL,GB,"(1:38) (Field Goal formation) 2-M.Crosby 56 yard field goal is GOOD, Center-61-B.Goode, Holder-10-J.Schum.",FIELD_GOAL,-9.155419807197553,0,0,38,13,4,1,38,19
2016_03_BAL_JAX,0.6803920269012451,JAX,JAX,BAL,"(3:06) (Field Goal formation) 2-J.Myers 52 yard field goal is BLOCKED (96-B.Urban), Center-46-C.Tinker, Holder-3-B.Nortman, RECOVERED by BAL-54-Z.Orr at BAL 34. 54-Z.Orr to BAL 43 for 9 yards (93-T.Alualu).",FIELD_GOAL,-9.032786931356867,0,0,34,15,4,3,6,3
2016_02_GB_MIN,0.6571485996246338,MIN,MIN,GB,"(4:53) (Punt formation) PENALTY on MIN-20-M.Alexander, False Start, 5 yards, enforced at MIN 46 - No Play.",PENALTY,-8.961601832850569,0,0,54,20,4,4,53,2
2016_05_CHI_IND,0.6541860699653625,IND,IND,CHI,"(12:04) 1-P.McAfee punts 74 yards to CHI 4, Center-45-M.Overton, downed by IND-41-M.Farley.",PUNT,-8.914248620490696,0,0,78,13,4,12,4,5
2016_15_OAK_SD,0.5289977192878723,LAC,LAC,LV,"(:43) 8-D.Kaser punts 69 yards to OAK 3, Center-47-M.Windt, out of bounds.",PUNT,-8.865322026630423,0,0,72,14,3,0,43,15
2016_12_KC_DEN,0.7017894387245178,KC,DEN,KC,"(12:34) (Punt formation) PENALTY on KC-14-D.Robinson, False Start, 4 yards, enforced at KC 8 - No Play.",PENALTY,-8.863615532016958,0,0,92,16,4,12,34,12
2016_07_WAS_DET,0.5434035658836365,WAS,DET,WAS,"(:04) 3-D.Hopkins 38 yard field goal is GOOD, Center-57-N.Sundberg, Holder-5-T.Way.",FIELD_GOAL,-8.849709015830413,0,0,20,1,2,0,4,7
2016_17_NYG_WAS,0.5352574586868286,NYG,WAS,NYG,"(2:17) 5-R.Gould 40 yard field goal is GOOD, Center-51-Z.DeOssie, Holder-9-B.Wing.",FIELD_GOAL,-8.724164597115703,0,0,22,7,4,2,17,17
2016_16_DET_DAL,0.5561385154724121,DET,DAL,DET,"(3:30) (Punt formation) 6-S.Martin punts 54 yards to DAL 44, Center-48-D.Muhlbach. 13-L.Whitehead to DAL 49 for 5 yards (52-A.Williams; 51-B.Copeland). Injury update: Terrell McClain has an ankle injury; his return is questionable. Ryan Davis has a knee injury; his return is questionable.",PUNT,-8.703902632869003,0,0,98,18,2,3,30,16
2016_15_JAX_HOU,0.7486992478370667,JAX,HOU,JAX,"(5:57) 3-B.Nortman punts 41 yards to HOU 44, Center-46-C.Tinker. 15-W.Fuller to HOU 48 for 4 yards (17-A.Benn).",PUNT,-8.65804092646188,0,0,85,20,4,5,57,15
2016_09_BUF_SEA,0.808211088180542,SEA,SEA,BUF,"(2:53) 9-J.Ryan punts 62 yards to BUF 27, Center-48-N.Frese. 22-R.Bush to BUF 40 for 13 yards (58-K.Pierre-Louis; 27-N.Thorpe).",PUNT,-8.64750610800371,0,0,89,17,4,2,53,9
2016_01_CIN_NYJ,0.5204427242279053,CIN,NYJ,CIN,"(:58) 2-M.Nugent 47 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-8.621654381202475,0,0,29,2,4,0,58,1
2016_15_PIT_CIN,0.47677260637283325,CIN,CIN,PIT,"(11:00) 10-K.Huber punts 45 yards to PIT 31, Center-46-C.Harris, out of bounds.",PUNT,-8.605176728032333,0,0,76,11,4,11,0,15
2016_03_SD_IND,0.561972975730896,LAC,IND,LAC,"(7:38) 2-J.Lambo 27 yard field goal is GOOD, Center-47-M.Windt, Holder-8-D.Kaser.",FIELD_GOAL,-8.471138677473718,0,0,9,9,4,7,38,3
2016_17_CLE_PIT,0.9434422026289092,CLE,PIT,CLE,"(7:21) (Field Goal formation) 3-C.Parkey 34 yard field goal is GOOD, Center-47-C.Hughlett, Holder-4-B.Colquitt.",FIELD_GOAL,-8.421262312290054,0,0,16,16,5,7,21,17
2016_12_NE_NYJ,0.374050110578537,NYJ,NYJ,NE,"(5:16) 4-L.Edwards punts 43 yards to NE 27, Center-46-T.Purdum. 80-D.Amendola to NE 42 for 15 yards (45-R.Miles). PENALTY on NE-32-D.McCourty, Offensive Holding, 10 yards, enforced at NE 27.",PUNT,-8.420762623229194,0,0,70,11,4,5,16,12
2016_05_WAS_BAL,0.6544608473777771,BAL,BAL,WAS,"(10:09) (Punt formation) 4-S.Koch punts 36 yards to WAS 50, Center-46-M.Cox, out of bounds.",PUNT,-8.265125606320687,0,0,86,16,3,10,9,5
2016_16_SD_CLE,0.4692643880844116,LAC,CLE,LAC,"(3:49) (Field Goal formation) 2-J.Lambo 32 yard field goal is BLOCKED (98-J.Meder), Center-47-M.Windt, Holder-10-K.Clemens, declared dead at CLE 22.",FIELD_GOAL,-8.232743162892817,0,0,14,11,4,3,49,16
2016_17_CLE_PIT,0.31871476769447327,PIT,PIT,CLE,"(1:59) (Punt formation) 4-J.Berry punts 61 yards to CLE 34, Center-60-G.Warren. 15-M.Alford pushed ob at PIT 46 for 20 yards (44-T.Matakevich). PENALTY on PIT-83-C.Hamilton, Player Out of Bounds on Punt, 2 yards, enforced at PIT 5 - No Play.",PENALTY,-8.212931006295669,0,0,95,16,4,1,59,17
2016_04_IND_JAX,0.7176553010940552,JAX,JAX,IND,"(2:41) (Punt formation) 3-B.Nortman punts 78 yards to end zone, Center-46-C.Tinker, Touchback.",PUNT,-8.152317667277266,0,0,78,6,4,2,41,4
2016_01_DET_IND,0.512208878993988,DET,IND,DET,"(6:37) 6-S.Martin punts 59 yards to IND 29, Center-48-D.Muhlbach. 11-Q.Bray to IND 38 for 9 yards (52-A.Williams).",PUNT,-8.138865495819822,0,0,88,17,3,6,37,1
2016_10_CIN_NYG,0.2584249675273895,CIN,NYG,CIN,"(3:08) 10-K.Huber punts 43 yards to NYG 41, Center-46-C.Harris, fair catch by 43-B.Rainey.",PUNT,-8.126190082028284,0,0,84,24,4,3,8,10
2016_13_BUF_OAK,0.3639759123325348,LV,LV,BUF,"(3:01) 11-S.Janikowski 41 yard field goal is GOOD, Center-59-J.Condo, Holder-7-M.King.",FIELD_GOAL,-8.023539401584241,0,0,23,22,2,3,1,13
2016_16_SD_CLE,0.5718330144882202,CLE,CLE,LAC,"(10:15) 4-B.Colquitt punts 50 yards to SD 18, Center-47-C.Hughlett. 89-I.Burse to SD 18 for no gain (80-R.Louis).",PUNT,-8.02003871145289,0,0,68,10,4,10,15,16
2016_08_PHI_DAL,0.5224127173423767,DAL,DAL,PHI,"(1:24) (Punt formation) 6-C.Jones punts 60 yards to end zone, Center-91-L.Ladouceur, Touchback.",PUNT,-8.000484370639747,0,0,60,10,4,1,24,8
2016_03_CLE_MIA,0.5123212337493896,CLE,MIA,CLE,"(7:52) (Field Goal formation) 3-C.Parkey 42 yard field goal is No Good, Hit Left Upright, Center-47-C.Hughlett, Holder-4-B.Colquitt.",FIELD_GOAL,-7.966668292356012,0,0,24,17,3,7,52,3
2016_01_MIA_SEA,0.7510916590690613,SEA,SEA,MIA,"(9:33) 9-J.Ryan punts 50 yards to MIA 32, Center-48-N.Frese. 19-J.Grant pushed ob at MIA 48 for 16 yards (91-C.Marsh). PENALTY on MIA-26-D.Williams, Illegal Block Above the Waist, 10 yards, enforced at MIA 36.",PUNT,-7.959224858434652,0,0,82,22,3,9,33,1
2016_03_DEN_CIN,0.5929285883903503,CIN,CIN,DEN,"(14:56) 2-M.Nugent 34 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber.",FIELD_GOAL,-7.928291285386145,0,0,16,11,4,14,56,3
2016_12_ARI_ATL,0.6533246040344238,ATL,ATL,ARI,"(10:20) 6-M.Wile punts 59 yards to ARI 21, Center-47-J.Harris. 21-P.Peterson to ARI 27 for 6 yards (53-L.Reynolds).",PUNT,-7.897750890868018,0,0,80,22,3,10,20,12
2016_09_DET_MIN,0.6629399061203003,DET,MIN,DET,"(4:26) (Punt formation) 6-S.Martin punts 53 yards to MIN 19, Center-48-D.Muhlbach. 14-S.Diggs to MIN 21 for 2 yards (29-J.Bademosi).",PUNT,-7.830053349831147,0,0,72,9,4,4,26,9
2016_14_NYJ_SF,0.2771260440349579,NYJ,SF,NYJ,"(:43) 2-N.Folk 50 yard field goal is GOOD, Center-46-T.Purdum, Holder-4-L.Edwards.",FIELD_GOAL,-7.817100655535349,0,0,32,12,4,0,43,14
2016_01_SD_KC,0.9260626435279846,LAC,KC,LAC,"(1:59) 8-D.Kaser punts 17 yards to SD 42, Center-47-M.Windt. 57-D.Alexander to SD 42 for no gain.",PUNT,-7.788086269256368,0,0,75,10,4,1,59,1
2016_01_NYG_DAL,0.7469579577445984,DAL,DAL,NYG,"(10:25) (Punt formation) 6-C.Jones punts 56 yards to NYG 29, Center-91-L.Ladouceur. 17-D.Harris pushed ob at NYG 46 for 17 yards (89-G.Escobar).",PUNT,-7.786631420375613,0,0,85,15,4,10,25,1
2016_07_IND_TEN,0.6270565986633301,IND,TEN,IND,"(3:51) (Field Goal formation) 4-A.Vinatieri 33 yard field goal is GOOD, Center-45-M.Overton, Holder-1-P.McAfee.",FIELD_GOAL,-7.673967047079962,0,0,15,13,3,3,51,7
2016_06_BAL_NYG,0.6821147203445435,NYG,NYG,BAL,"(11:50) 9-B.Wing punts 53 yards to BAL 27, Center-51-Z.DeOssie, fair catch by 21-L.Webb.",PUNT,-7.653857640799956,0,0,80,9,4,11,50,6
2016_01_CAR_DEN,0.3077801465988159,CAR,DEN,CAR,"(2:00) (Shotgun) 1-C.Newton pass incomplete deep right to 13-K.Benjamin (21-A.Talib). PENALTY on DEN-25-C.Harris, Illegal Use of Hands, 5 yards, enforced at CAR 29 - No Play.",PENALTY,-7.616538960777465,1,0,71,21,4,2,0,1
2016_14_MIN_JAX,0.6298493146896362,MIN,JAX,MIN,"(9:26) 18-J.Locke punts 38 yards to JAX 8, Center-47-K.McDermott, downed by MIN-57-A.Cole. PENALTY on JAX-48-A.Ellis, Roughing the Kicker, 15 yards, enforced at JAX 46 - No Play.",PENALTY,-7.600525406096153,0,0,46,15,4,9,26,14
2016_03_WAS_NYG,0.5941270589828491,NYG,NYG,WAS,"(6:33) 3-J.Brown 29 yard field goal is GOOD, Center-51-Z.DeOssie, Holder-9-B.Wing.",FIELD_GOAL,-7.559176517363831,0,0,11,11,3,6,33,3
2016_13_WAS_ARI,0.44985681772232056,ARI,ARI,WAS,"(5:40) 7-C.Catanzaro 53 yard field goal is No Good, Wide Left, Center-46-A.Brewer, Holder-2-D.Butler.",FIELD_GOAL,-7.468017669889377,0,0,35,22,3,5,40,13
2016_08_OAK_TB,0.7125684717452833,LV,TB,LV,"(11:03) (Field Goal formation) 11-S.Janikowski 52 yard field goal is No Good, Wide Right, Center-59-J.Condo, Holder-7-M.King.",FIELD_GOAL,-7.467121399180094,0,0,34,21,5,11,3,8
2016_08_OAK_TB,0.7165449261665344,LV,TB,LV,"(1:20) (Punt formation) 7-M.King punts 42 yards to TB 48, Center-59-J.Condo, downed by OAK-20-N.Allen. PENALTY on OAK-57-C.James, Ineligible Downfield Kick, 5 yards, enforced at TB 48.",PUNT,-7.42880801026746,0,0,90,14,3,1,20,8
2016_14_ARI_MIA,0.6729664206504822,MIA,MIA,ARI,"(1:49) (Punt formation) 4-M.Darr punts 42 yards to MIA 49, Center-92-J.Denney. 21-P.Peterson pushed ob at MIA 38 for 11 yards (31-M.Thomas).",PUNT,-7.385348551888924,0,0,93,34,2,1,49,14
2016_13_DAL_MIN,0.6661087870597839,DAL,MIN,DAL,"(7:09) 6-C.Jones punts 42 yards to MIN 33, Center-91-L.Ladouceur, downed by DAL-51-K.Wilber.",PUNT,-7.266017749007041,0,0,75,13,3,7,9,13
2016_04_OAK_BAL,0.8640615940093994,LV,BAL,LV,"(6:50) (Punt formation) 7-M.King punts 53 yards to BAL 23, Center-59-J.Condo. 14-D.Hester pushed ob at BAL 43 for 20 yards (18-A.Holmes). PENALTY on OAK-18-A.Holmes, Player Out of Bounds on Punt, 5 yards, enforced between downs.",PUNT,-7.258814512750774,0,0,76,14,4,6,50,4
2016_02_BAL_CLE,0.4481455981731415,BAL,CLE,BAL,"(1:42) (Punt formation) 4-S.Koch punts 60 yards to CLE 19, Center-46-M.Cox. 23-J.Haden to CLE 32 for 13 yards (54-Z.Orr).",PUNT,-7.2399152480468985,0,0,79,22,3,1,42,2
2016_02_PHI_CHI,0.5002245306968689,CHI,CHI,PHI,"(13:46) (Punt formation) 16-P.O'Donnell punts 40 yards to PHI 46, Center-48-P.Scales, fair catch by 43-D.Sproles.",PUNT,-7.233364186731251,0,0,86,20,1,13,46,2
2016_06_IND_HOU,0.5174492597579956,HOU,HOU,IND,"(13:24) 9-S.Lechler punts 41 yards to IND 39, Center-46-J.Weeks. 11-Q.Bray to IND 46 for 7 yards (31-C.James).",PUNT,-7.231045694537883,0,0,80,23,1,13,24,6
2016_10_DAL_PIT,0.5802147388458252,PIT,PIT,DAL,"(3:41) (Punt formation) 4-J.Berry punts 57 yards to DAL 12, Center-60-G.Warren. 13-L.Whitehead to PIT 49 for 39 yards (45-R.Nix).",PUNT,-7.210532043596807,0,0,69,11,3,3,41,10
2016_04_DAL_SF,0.6765621900558472,DAL,SF,DAL,"(11:05) 6-C.Jones punts 57 yards to SF 19, Center-91-L.Ladouceur. 17-J.Kerley pushed ob at SF 45 for 26 yards (6-C.Jones).",PUNT,-7.128914798194295,0,0,76,8,4,11,5,4
2016_12_GB_PHI,0.3820387125015259,PHI,PHI,GB,"(:29) 6-C.Sturgis 48 yard field goal is GOOD, Center-46-J.Dorenbos, Holder-8-D.Jones.",FIELD_GOAL,-7.060717477059647,0,0,30,6,2,0,29,12
2016_17_CAR_TB,0.48802924156188965,CAR,TB,CAR,"(11:52) (Punt formation) 5-M.Palardy punts 44 yards to TB 34, Center-44-J.Jansen, fair catch by 11-A.Humphries.",PUNT,-7.008924448117789,0,0,78,16,2,11,52,17
2016_10_MIA_SD,0.578821063041687,MIA,LAC,MIA,"(11:46) 4-M.Darr punts 59 yards to SD 22, Center-92-J.Denney, downed by MIA-40-L.Pitts. PENALTY on SD-29-C.Mager, Offensive Holding, 10 yards, enforced at SD 22.",PUNT,-7.004082791364212,0,0,81,11,4,11,46,10
2016_10_SEA_NE,0.6543434262275696,NE,NE,SEA,"(13:05) 3-S.Gostkowski 30 yard field goal is GOOD, Center-49-J.Cardona, Holder-6-R.Allen.",FIELD_GOAL,-6.969813974126893,0,0,12,12,4,13,5,10
2016_02_KC_HOU,0.5914596915245056,HOU,HOU,KC,"(1:27) 9-S.Lechler punts 48 yards to KC 34, Center-46-J.Weeks. 10-T.Hill pushed ob at HOU 34 for 32 yards (28-A.Blue).",PUNT,-6.964493231377915,0,0,82,15,1,1,27,2
2016_02_GB_MIN,0.6204047203063965,MIN,MIN,GB,"(10:39) (Punt formation) 18-J.Locke punts 43 yards to GB 15, Center-47-K.McDermott, fair catch by 11-T.Davis.",PUNT,-6.953382875796265,0,0,58,12,4,10,39,2
2016_07_TB_SF,0.562962532043457,TB,SF,TB,"(13:10) 9-B.Anger punts 42 yards to SF 34, Center-48-A.DePaola. 13-A.Burbridge MUFFS catch, RECOVERED by TB-37-K.Tandy at SF 36. 37-K.Tandy to SF 36 for no gain (38-J.Shepherd). 2-yds of loose ball yardage.",PUNT,-6.896884364263656,0,0,76,11,3,13,10,7
2016_19_PIT_KC,0.7546171545982361,PIT,KC,PIT,"(9:53) 9-C.Boswell 43 yard field goal is GOOD, Center-60-G.Warren, Holder-4-J.Berry.",FIELD_GOAL,-6.88922517089739,0,0,25,14,4,9,53,19
2016_14_ARI_MIA,0.8334622979164124,MIA,MIA,ARI,"(5:24) (Punt formation) 4-M.Darr punts 39 yards to 50, Center-92-J.Denney, downed by MIA-35-W.Aikens.",PUNT,-6.860132610959255,0,0,89,9,4,5,24,14
2016_01_MIA_SEA,0.32371094822883606,MIA,SEA,MIA,"(10:45) 3-A.Franks 27 yard field goal is BLOCKED (91-C.Marsh), Center-92-J.Denney, Holder-4-M.Darr.",FIELD_GOAL,-6.854629119323693,0,0,9,9,4,10,45,1
2016_09_IND_GB,0.6455429792404175,GB,GB,IND,"(10:50) 2-M.Crosby 34 yard field goal is GOOD, Center-61-B.Goode, Holder-10-J.Schum.",FIELD_GOAL,-6.851667377003217,0,0,16,16,1,10,50,9
2016_15_GB_CHI,0.4294236898422241,CHI,CHI,GB,"(1:23) (Field Goal formation) 4-C.Barth 22 yard field goal is GOOD, Center-48-P.Scales, Holder-16-P.O'Donnell.",FIELD_GOAL,-6.819929830941167,0,0,4,4,4,1,23,15
2016_16_BAL_PIT,0.58547443151474,BAL,PIT,BAL,"(1:32) (Field Goal formation) 9-J.Tucker 46 yard field goal is GOOD, Center-46-M.Cox, Holder-4-S.Koch.",FIELD_GOAL,-6.818054577778511,0,0,28,16,3,1,32,16
2016_12_MIN_DET,0.6039677858352661,DET,DET,MIN,"(9:53) 6-S.Martin punts 47 yards to MIN 39, Center-48-D.Muhlbach, fair catch by 19-A.Thielen.",PUNT,-6.817038472319318,0,0,86,9,3,9,53,12
2016_05_PHI_DET,0.48306092619895935,DET,DET,PHI,"(12:13) 6-S.Martin punts 47 yards to end zone, Center-48-D.Muhlbach, Touchback.",PUNT,-6.77114834498304,0,0,47,16,4,12,13,5
2016_10_MIN_WAS,0.3957948684692383,WAS,WAS,MIN,"(8:58) 3-D.Hopkins 30 yard field goal is GOOD, Center-57-N.Sundberg, Holder-5-T.Way.",FIELD_GOAL,-6.757324918464768,0,0,12,12,3,8,58,10
2016_05_TB_CAR,0.32146286964416504,TB,CAR,TB,"(13:22) 9-B.Anger punts 51 yards to CAR 18, Center-48-A.DePaola, out of bounds.",PUNT,-6.74907963108037,0,0,69,19,4,13,22,5
2016_06_PHI_WAS,0.8096460103988647,WAS,WAS,PHI,"(4:17) 5-T.Way punts 58 yards to PHI 16, Center-57-N.Sundberg. 43-D.Sproles to PHI 30 for 14 yards (50-M.Spaight; 51-W.Compton).",PUNT,-6.745254937146029,0,0,74,8,4,4,17,6
